Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
7939,5.14,9.07,    28154-Torres de la Alameda,"Torres de la Alameda, Madrid",16.24,2020-04-05,139,0.00,0.00,0.00,0.00,8.00,1.00,0.00,1.00,25.00,3.00,4.00,4.00,106.00,13.00,12.00,28.00,0.31,0.10,1.34,0.00,0.04,0.01,0.16,0.00,0.05,0.00,0.15,0.00,0.05,0.01,0.35,0.00,0.07,0.36,0.78
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-03-31,829,829.00,83.00,89.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.51,0.00,0.00,0.00
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-04-01,829,272.00,24.00,31.00,63.00,269.00,23.00,32.00,67.00,288.00,36.00,26.00,86.00,0.00,0.00,0.00,0.00,0.68,0.63,0.00,0.64,0.08,0.05,0.00,0.06,0.06,0.08,0.00,0.07,0.20,0.16,0.00,0.15,0.81,2.31,16.77
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-04-02,829,91.00,6.00,12.00,24.00,222.00,19.00,26.00,50.00,369.00,41.00,38.00,96.00,147.00,17.00,13.00,46.00,0.87,0.52,0.35,0.21,0.10,0.04,0.04,0.01,0.09,0.06,0.03,0.03,0.23,0.12,0.11,0.06,0.93,3.38,18.72
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-04-03,829,31.00,2.00,4.00,8.00,134.00,8.00,17.00,32.00,326.00,39.00,40.00,82.00,338.00,34.00,28.00,94.00,0.77,0.31,0.79,0.07,0.09,0.02,0.08,0.00,0.09,0.04,0.07,0.01,0.19,0.08,0.22,0.02,0.88,3.56,15.99
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-04-04,829,12.00,0.00,2.00,2.00,77.00,5.00,7.00,19.00,229.00,23.00,32.00,57.00,511.00,55.00,48.00,138.00,0.54,0.18,1.20,0.03,0.05,0.01,0.13,0.00,0.08,0.02,0.11,0.00,0.13,0.04,0.32,0.00,0.52,2.85,11.12
42546,2.58,6.20,    28903-Tres Cantos,"Tres Cantos, Madrid",14.99,2020-04-05,829,4.00,0.00,0.00,1.00,44.00,1.00,6.00,11.00,147.00,16.00,13.00,42.00,634.00,66.00,70.00,162.00,0.35,0.10,1.49,0.01,0.04,0.00,0.16,0.00,0.03,0.01,0.16,0.00,0.10,0.03,0.38,0.00,0.36,1.16,8.19
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-03-31,11,11.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.46,0.00,0.00,0.00
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-04-01,11,2.00,0.00,1.00,1.00,4.00,0.00,0.00,1.00,5.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.77,0.62,0.00,0.31,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,0.15,0.15,0.00,0.15,0.00,0.09,0.20
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-04-02,11,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,6.00,0.00,0.00,2.00,2.00,0.00,1.00,1.00,0.93,0.46,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.31,0.00,0.15,0.00,0.00,0.00,0.39
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-04-03,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,1.00,6.00,0.00,1.00,2.00,0.77,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.00,0.15,0.00,0.31,0.00,0.00,0.09,0.20
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-04-04,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,9.00,0.00,2.00,3.00,0.31,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00
646,8.05,17.34,    28155-Valdaracete,"Valdaracete, Madrid",27.71,2020-04-05,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,9.00,0.00,2.00,3.00,0.31,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-03-31,17,17.00,4.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.20,0.00,0.00,0.00
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-04-01,17,8.00,1.00,1.00,2.00,4.00,2.00,1.00,1.00,5.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.34,0.27,0.00,0.54,0.07,0.14,0.00,0.07,0.20,0.07,0.00,0.07,0.00,0.07,0.00,0.14,0.02,0.27,0.00
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-04-02,17,3.00,1.00,0.00,1.00,2.00,0.00,0.00,1.00,10.00,3.00,4.00,1.00,2.00,0.00,1.00,0.00,0.68,0.14,0.14,0.20,0.20,0.00,0.00,0.07,0.27,0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.07,0.36,0.20
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-04-03,17,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,1.00,2.00,3.00,8.00,2.00,3.00,0.00,0.47,0.07,0.54,0.07,0.07,0.00,0.14,0.07,0.14,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.02,0.18,0.58
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-04-04,17,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,13.00,3.00,3.00,3.00,0.14,0.07,0.88,0.07,0.00,0.00,0.20,0.07,0.14,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.18,0.00
1475,3.53,8.54,    28156-Valdeavero,"Valdeavero, Madrid",15.86,2020-04-05,17,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,13.00,3.00,3.00,3.00,0.14,0.07,0.88,0.07,0.00,0.00,0.20,0.07,0.14,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.18,0.00
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-03-31,14,14.00,6.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-04-01,14,5.00,2.00,0.00,1.00,8.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.94,0.00,0.58,0.00,0.47,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-04-02,14,1.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.35,0.00,0.12,0.47,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.09,0.00,0.00
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-04-03,14,0.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,7.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.82,0.23,0.58,0.00,0.58,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.11,0.00,0.00
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-04-04,14,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,5.00,3.00,0.00,1.00,8.00,2.00,0.00,0.00,0.58,0.12,0.94,0.00,0.35,0.12,0.23,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.07,0.00,0.20
855,6.78,14.15,    28157-Valdelaguna,"Valdelaguna, Madrid",24.21,2020-04-05,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,10.00,3.00,0.00,0.00,0.47,0.00,1.17,0.00,0.35,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.07,0.00,0.20
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-03-31,16,16.00,3.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.51,0.00,0.00,0.00
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-04-01,16,3.00,2.00,0.00,0.00,9.00,1.00,1.00,4.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.41,0.93,0.00,0.31,0.00,0.10,0.00,0.21,0.00,0.10,0.00,0.00,0.10,0.41,0.00,0.00,0.00,0.00,0.20
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-04-02,16,2.00,2.00,0.00,0.00,4.00,0.00,1.00,2.00,8.00,1.00,0.00,3.00,2.00,0.00,0.00,0.00,0.82,0.41,0.21,0.21,0.10,0.00,0.00,0.21,0.00,0.10,0.00,0.00,0.31,0.21,0.00,0.00,0.02,0.00,0.58
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-04-03,16,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,9.00,1.00,1.00,4.00,5.00,1.00,0.00,1.00,0.93,0.21,0.51,0.00,0.10,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.41,0.00,0.10,0.00,0.02,0.09,0.78
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-04-04,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,12.00,1.00,1.00,5.00,0.31,0.10,1.23,0.00,0.21,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.51,0.00,0.05,0.00,0.00
972,4.42,11.83,    28158-Valdemanco,"Valdemanco, Madrid",22.12,2020-04-05,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,14.00,2.00,1.00,5.00,0.21,0.00,1.44,0.00,0.10,0.00,0.21,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.51,0.00,0.02,0.00,0.00
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-03-31,9,9.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-04-01,9,2.00,0.00,0.00,1.00,2.00,0.00,1.00,1.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.62,0.25,0.00,0.25,0.12,0.00,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.12,0.02,0.09,0.00
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-04-02,9,1.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,2.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,0.25,0.25,0.50,0.12,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.20
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-04-03,9,1.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,2.00,0.00,0.00,1.00,4.00,1.00,1.00,0.00,0.25,0.25,0.50,0.12,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.20
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-04-04,9,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,6.00,1.00,1.00,1.00,0.12,0.25,0.75,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00
804,4.73,12.19,    28159-Valdemaqueda,"Valdemaqueda, Madrid",22.64,2020-04-05,9,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,6.00,1.00,1.00,1.00,0.12,0.25,0.75,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.00,0.00,0.12,0.12,0.00,0.00,0.00,0.00
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-03-31,214,214.00,23.00,27.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.46,0.00,0.00,0.00
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-04-01,214,82.00,11.00,12.00,19.00,64.00,5.00,9.00,17.00,68.00,7.00,6.00,19.00,0.00,0.00,0.00,0.00,0.56,0.53,0.00,0.68,0.06,0.04,0.00,0.09,0.05,0.07,0.00,0.10,0.16,0.14,0.00,0.16,0.16,0.53,3.71
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-04-02,214,29.00,6.00,2.00,6.00,53.00,6.00,10.00,11.00,102.00,8.00,11.00,26.00,30.00,3.00,4.00,12.00,0.85,0.44,0.25,0.24,0.07,0.05,0.02,0.05,0.09,0.08,0.03,0.02,0.22,0.09,0.10,0.05,0.18,0.98,5.07
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-04-03,214,9.00,3.00,0.00,2.00,43.00,6.00,9.00,6.00,82.00,10.00,11.00,20.00,80.00,4.00,7.00,27.00,0.68,0.36,0.66,0.07,0.08,0.05,0.03,0.02,0.09,0.07,0.06,0.00,0.17,0.05,0.22,0.02,0.23,0.98,3.90
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-04-04,214,4.00,1.00,0.00,0.00,21.00,7.00,2.00,0.00,79.00,6.00,17.00,20.00,110.00,9.00,8.00,35.00,0.66,0.17,0.91,0.03,0.05,0.06,0.07,0.01,0.14,0.02,0.07,0.00,0.17,0.00,0.29,0.00,0.14,1.51,3.90
12058,2.67,7.66,    28160-Valdemorillo,"Valdemorillo, Madrid",15.87,2020-04-05,214,1.00,0.00,0.00,0.00,10.00,3.00,2.00,0.00,47.00,7.00,8.00,7.00,156.00,13.00,17.00,48.00,0.39,0.08,1.29,0.01,0.06,0.02,0.11,0.00,0.07,0.02,0.14,0.00,0.06,0.00,0.40,0.00,0.16,0.71,1.36
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-03-31,1414,1414.00,160.00,174.00,328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.45,0.00,0.00,0.00
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-04-01,1414,431.00,53.00,55.00,99.00,491.00,59.00,68.00,118.00,492.00,48.00,51.00,111.00,0.00,0.00,0.00,0.00,0.68,0.68,0.00,0.60,0.07,0.08,0.00,0.07,0.07,0.09,0.00,0.08,0.15,0.16,0.00,0.14,1.08,4.54,21.64
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-04-02,1414,144.00,16.00,20.00,32.00,380.00,47.00,55.00,81.00,627.00,70.00,73.00,155.00,263.00,27.00,26.00,60.00,0.87,0.53,0.36,0.20,0.10,0.07,0.04,0.02,0.10,0.08,0.04,0.03,0.21,0.11,0.08,0.04,1.58,6.50,30.23
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-04-03,1414,59.00,7.00,10.00,11.00,226.00,20.00,31.00,54.00,589.00,76.00,79.00,134.00,540.00,57.00,54.00,129.00,0.82,0.31,0.75,0.08,0.11,0.03,0.08,0.01,0.11,0.04,0.07,0.01,0.19,0.07,0.18,0.02,1.72,7.03,26.13
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-04-04,1414,21.00,3.00,2.00,4.00,146.00,11.00,27.00,38.00,421.00,52.00,52.00,96.00,826.00,94.00,93.00,190.00,0.58,0.20,1.14,0.03,0.07,0.02,0.13,0.00,0.07,0.04,0.13,0.00,0.13,0.05,0.26,0.01,1.18,4.63,18.72
72265,1.81,4.92,    28161-Valdemoro,"Valdemoro, Madrid",10.28,2020-04-05,1414,10.00,2.00,0.00,3.00,85.00,9.00,16.00,12.00,301.00,37.00,44.00,81.00,1018.00,112.00,114.00,232.00,0.42,0.12,1.41,0.01,0.05,0.01,0.15,0.00,0.06,0.02,0.16,0.00,0.11,0.02,0.32,0.00,0.84,3.92,15.79
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-03-31,64,64.00,9.00,7.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.46,0.00,0.00,0.00
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-04-01,64,20.00,4.00,1.00,3.00,25.00,3.00,4.00,10.00,19.00,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.52,0.68,0.00,0.54,0.05,0.08,0.00,0.11,0.05,0.11,0.00,0.03,0.11,0.27,0.00,0.08,0.05,0.18,0.78
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-04-02,64,8.00,1.00,0.00,1.00,19.00,3.00,2.00,5.00,23.00,3.00,4.00,7.00,14.00,2.00,1.00,4.00,0.62,0.52,0.38,0.22,0.08,0.08,0.05,0.03,0.11,0.05,0.03,0.00,0.19,0.14,0.11,0.03,0.07,0.36,1.36
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-04-03,64,3.00,1.00,0.00,1.00,12.00,1.00,1.00,2.00,25.00,5.00,4.00,5.00,24.00,2.00,2.00,9.00,0.68,0.33,0.65,0.08,0.14,0.03,0.05,0.03,0.11,0.03,0.05,0.00,0.14,0.05,0.24,0.03,0.11,0.36,0.97
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-04-04,64,1.00,1.00,0.00,0.00,7.00,0.00,1.00,2.00,23.00,6.00,1.00,4.00,33.00,2.00,5.00,11.00,0.62,0.19,0.89,0.03,0.16,0.00,0.05,0.03,0.03,0.03,0.14,0.00,0.11,0.05,0.30,0.00,0.14,0.09,0.78
3689,2.17,5.94,    28162-Valdeolmos-Alalpardo,"Valdeolmos-Alalpardo, Madrid",13.39,2020-04-05,64,0.00,0.00,0.00,0.00,4.00,1.00,1.00,0.00,16.00,3.00,1.00,3.00,44.00,5.00,5.00,14.00,0.43,0.11,1.19,0.00,0.08,0.03,0.14,0.00,0.03,0.03,0.14,0.00,0.08,0.00,0.38,0.00,0.07,0.09,0.58
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-03-31,11,11.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.36,0.00,0.00,0.00
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-04-01,11,4.00,0.00,1.00,2.00,4.00,1.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.53,0.71,0.00,0.71,0.00,0.18,0.00,0.00,0.36,0.00,0.00,0.18,0.00,0.00,0.00,0.36,0.00,0.18,0.00
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-04-02,11,2.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,5.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,0.89,0.36,0.36,0.36,0.18,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.00,0.00,0.18,0.02,0.09,0.20
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-04-03,11,1.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,5.00,0.00,2.00,1.00,0.36,0.53,0.89,0.18,0.18,0.00,0.00,0.00,0.00,0.18,0.36,0.00,0.00,0.00,0.18,0.18,0.02,0.00,0.00
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-04-04,11,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,4.00,1.00,0.00,1.00,5.00,0.00,2.00,1.00,0.71,0.36,0.89,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.36,0.00,0.18,0.00,0.18,0.00,0.02,0.00,0.20
563,6.39,11.01,    28163-Valdepiélagos,"Valdepiélagos, Madrid",20.07,2020-04-05,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,1.00,1.00,6.00,0.00,2.00,1.00,0.89,0.00,1.07,0.00,0.18,0.00,0.00,0.00,0.18,0.00,0.36,0.00,0.18,0.00,0.18,0.00,0.02,0.09,0.20
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-03-31,75,75.00,5.00,8.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.31,0.00,0.00,0.00
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-04-01,75,29.00,0.00,3.00,6.00,19.00,1.00,3.00,2.00,27.00,4.00,2.00,5.00,0.00,0.00,0.00,0.00,0.64,0.45,0.00,0.69,0.09,0.02,0.00,0.00,0.05,0.07,0.00,0.07,0.12,0.05,0.00,0.14,0.09,0.18,0.97
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-04-02,75,10.00,0.00,1.00,2.00,21.00,0.00,3.00,0.00,34.00,4.00,4.00,9.00,10.00,1.00,0.00,2.00,0.80,0.50,0.24,0.24,0.09,0.00,0.02,0.00,0.09,0.07,0.00,0.02,0.21,0.00,0.05,0.05,0.09,0.36,1.75
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-04-03,75,4.00,0.00,0.00,0.00,13.00,0.00,2.00,0.00,30.00,1.00,4.00,8.00,28.00,4.00,2.00,5.00,0.71,0.31,0.66,0.09,0.02,0.00,0.09,0.00,0.09,0.05,0.05,0.00,0.19,0.00,0.12,0.00,0.02,0.36,1.56
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-04-04,75,0.00,0.00,0.00,0.00,10.00,0.00,1.00,0.00,16.00,0.00,3.00,2.00,49.00,5.00,4.00,11.00,0.38,0.24,1.16,0.00,0.00,0.00,0.12,0.00,0.07,0.02,0.09,0.00,0.05,0.00,0.26,0.00,0.00,0.27,0.39
4225,3.83,9.87,    28164-Valdetorres de Jarama,"Valdetorres de Jarama, Madrid",18.56,2020-04-05,75,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,14.00,0.00,3.00,1.00,58.00,5.00,5.00,12.00,0.33,0.07,1.37,0.00,0.00,0.00,0.12,0.00,0.07,0.00,0.12,0.00,0.02,0.00,0.28,0.00,0.00,0.27,0.20
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-03-31,30,30.00,5.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.32,0.00,0.00,0.00
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-04-01,30,6.00,0.00,1.00,4.00,12.00,4.00,2.00,0.00,12.00,1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.21,0.04,0.14,0.00,0.00,0.04,0.07,0.00,0.04,0.18,0.00,0.00,0.14,0.02,0.09,0.97
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-04-02,30,2.00,0.00,0.00,1.00,6.00,1.00,2.00,2.00,15.00,3.00,1.00,3.00,7.00,1.00,1.00,3.00,0.53,0.21,0.25,0.07,0.11,0.04,0.04,0.00,0.04,0.07,0.04,0.00,0.11,0.07,0.11,0.04,0.07,0.09,0.58
2852,4.49,9.05,    28165-Valdilecha,"Valdilecha, Madrid",16.90,2020-04-03,30,2.00,0.00,0.00,1.00,5.00,1.00,2.00,2.00,8.00,1.00,1.00,1.00,15.00,3.00,1.00,5.00,0.28,0.18,0.53,0.07,0.04,0.04,0.11,0.00,0.04,0.07,0.04,0.00,0.04,0.07,0.18,0.04,0.02,0.09,0.20
